Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date,,
Powlowski-Kuhlman,Spain,40.416775,-3.703790,Telecommunications,Medium (201-500),Michael Brown,1/23/24,Services,Qualified,2,,,2029,40,12/16/24,,,
"Wyman, Becker and Mueller",France,48.864716,2.349014,Recreation & Sports,Medium (201-500),Emily Johnson,1/28/24,Custom solution,Qualified,2,,,3810,40,12/28/24,,,
Rosenbaum-Conn,Spain,40.416775,-3.703790,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,3/8/24,Services,Qualified,2,,,6263,40,2/3/25,,,
Rolfson-Kub,Spain,40.416775,-3.703790,Transportation & Logistics,Medium (201-500),Michael Brown,3/25/24,SAAS,Qualified,2,,,5414,50,10/3/24,,,
Fahey-Zulauf,Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),John Smith,4/15/24,Services,Qualified,2,,,2200,50,3/30/25,,,
Brakus Group,France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Michael Brown,2/14/24,SAAS,Qualified,2,,,3651,70,9/30/24,,,
"Fay, Barrows and Walter",Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),David Wilson,1/19/24,Services,Qualified,2,,,7926,70,5/12/24,,,
Jerde Group,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Laura Thompson,5/19/24,SAAS,Qualified,2,,,4444,100,7/24/24,,,
Quigley LLC,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),Jessica Martinez,4/6/24,Custom solution,Qualified,2,,,7369,50,4/2/25,,,
"Daugherty, Bednar and Ebert",Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Jessica Martinez,1/29/24,Services,Qualified,2,,,3710,50,1/17/25,,,
Ondricka and Sons,Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Jessica Martinez,1/22/24,SAAS,Qualified,2,,,7763,30,11/15/24,,,
Towne-Kuhlman,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Michael Brown,4/23/24,Services,Qualified,2,,,6622,50,12/17/24,,,
Feest-Beahan,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Laura Thompson,4/18/24,Custom solution,Qualified,2,,,2546,20,8/10/24,,,
Roob and Sons,Italy,41.902782,12.496366,Professional Services  & Consulting,Medium (201-500),Emily Johnson,1/6/24,SAAS,Qualified,2,,,2304,20,1/26/24,,,
Monahan Group,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Emily Johnson,2/27/24,SAAS,Qualified,2,,,7126,80,2/4/25,,,
Will Inc,Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Laura Thompson,4/5/24,SAAS,Qualified,2,,,1460,20,10/13/24,,,
"Balistreri, Keeling and Prohaska",Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Emily Johnson,5/6/24,SAAS,Qualified,2,,,4046,20,2/3/25,,,
Thiel-Wilderman,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Kevin Anderson,4/23/24,SAAS,Qualified,2,,,4782,50,1/6/25,,,
Gleason Inc,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Kevin Anderson,5/29/24,Custom solution,Qualified,2,,,3974,50,3/2/25,,,
"Bailey, Wehner and Schimmel",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Michael Brown,5/4/24,SAAS,Qualified,2,,,6936,30,9/17/24,,,
Zulauf-Kemmer,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,5/2/24,Custom solution,Qualified,2,,,7662,50,8/4/24,,,
Torphy-Weissnat,Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Michael Brown,2/24/24,SAAS,Qualified,2,,,7867,10,1/19/25,,,
Wyman-Luettgen,Germany,52.520008,13.404954,Manufacturing & Production,Medium (201-500),Michael Brown,3/11/24,SAAS,Qualified,2,,,7425,30,10/13/24,,,
"Kihn, Corkery and Dach",France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Jessica Martinez,2/13/24,Custom solution,Qualified,2,,,6734,30,12/11/24,,,
Braun LLC,Germany,52.520008,13.404954,IT & IT Services,Medium (201-500),Jessica Martinez,1/23/24,Custom solution,Qualified,2,,,1252,90,1/19/25,,,
"Bailey, Ratke and Miller",Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Michael Brown,4/20/24,Custom solution,Qualified,2,,,3722,20,5/24/24,,,
Becker-Heaney,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),David Wilson,3/6/24,Services,Qualified,2,,,4195,100,6/20/24,,,
"O'Hara, Stark and Kunde",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,3/18/24,Services,Qualified,2,,,471,10,12/28/24,,,
Twimm,Belgium,51.260197,4.402771,Recreation & Sports,Large (501-1000),Jessica Martinez,4/23/24,Custom solution,Qualified,2,,,6401,30,11/14/24,,,
Bubbletube,France,48.864716,2.349014,Retail & Distribution,Large (501-1000),Laura Thompson,2/15/24,Custom solution,Qualified,2,,,3509,50,1/3/25,,,
"O'Conner, Bradtke and Hilll",Netherlands,52.370216,4.895168,Recreation & Sports,Large (501-1000),John Smith,4/16/24,Services,Qualified,2,,,15613,20,3/17/25,,,
Dietrich-Murphy,Portugal,38.736946,-9.142685,Professional Services  & Consulting,Large (501-1000),Emily Johnson,3/9/24,SAAS,Qualified,2,,,17391,50,4/26/24,,,
"Price, Huels and Olson",France,48.864716,2.349014,IT & IT Services,Large (501-1000),Michael Brown,3/31/24,Custom solution,Qualified,2,,,8728,50,12/6/24,,,
Rolfson Inc,Spain,40.416775,-3.703790,Transportation & Logistics,Large (501-1000),Laura Thompson,3/10/24,SAAS,Qualified,2,,,19944,30,10/29/24,,,
"Sipes, Pollich and Hilll",Germany,52.520008,13.404954,Transportation & Logistics,Large (501-1000),John Smith,1/5/24,Services,Qualified,2,,,16407,20,8/7/24,,,
Rempel-Brekke,Italy,41.902782,12.496366,Banking and Finance,Large (501-1000),Laura Thompson,4/14/24,Custom solution,Qualified,2,,,9178,30,10/16/24,,,
Osinski-Wilderman,Germany,52.520008,13.404954,Transportation & Logistics,Large (501-1000),Michael Brown,5/12/24,Custom solution,Qualified,2,,,18690,20,11/21/24,,,
McDermott-Mayer,France,48.864716,2.349014,Entertainment & Media & Hospitality,Large (501-1000),Jessica Martinez,5/26/24,SAAS,Qualified,2,,,11651,10,3/24/25,,,
Ailane,Germany,52.520008,13.404954,Banking and Finance,Enterprise (1001+),Kevin Anderson,3/4/24,SAAS,Qualified,2,,,18590,100,6/5/24,,,
Gabspot,Germany,52.520008,13.404954,Manufacturing & Production,Enterprise (1001+),John Smith,1/20/24,SAAS,Qualified,2,,,3572,20,10/8/24,,,
Abernathy-Collins,Belgium,51.260197,4.402771,Transportation & Logistics,Enterprise (1001+),Emily Johnson,5/24/24,Services,Qualified,2,,,18831,30,10/22/24,,,
Reynolds and Sons,Belgium,51.260197,4.402771,Telecommunications,Enterprise (1001+),Jessica Martinez,1/18/24,Services,Qualified,2,,,11323,60,5/18/24,,,
Klein Inc,Spain,40.416775,-3.703790,Transportation & Logistics,Enterprise (1001+),Jessica Martinez,5/23/24,Services,Qualified,2,,,6239,100,4/27/25,,,
"Pollich, Dietrich and Becker",Portugal,38.736946,-9.142685,Education & Science,Enterprise (1001+),Emily Johnson,3/23/24,Custom solution,Qualified,2,,,4196,10,1/22/25,,,
Farrell-Rippin,Netherlands,52.370216,4.895168,Telecommunications,Enterprise (1001+),Jessica Martinez,5/6/24,Custom solution,Qualified,2,,,4265,40,3/24/25,,,
"Funk, Conroy and Hudson",Netherlands,52.370216,4.895168,Telecommunications,Enterprise (1001+),Emily Johnson,2/8/24,Custom solution,Qualified,2,,,19873,30,12/31/24,,,
Tillman and Sons,Italy,41.902782,12.496366,Telecommunications,Enterprise (1001+),Jessica Martinez,3/9/24,Services,Qualified,2,,,13179,90,7/5/24,,,
Mills-Graham,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Enterprise (1001+),Michael Brown,3/18/24,Custom solution,Qualified,2,,,19826,30,1/2/25,,,
"D'Amore, Kihn and Pfeffer",Italy,41.902782,12.496366,Government Administration Healthcare,Enterprise (1001+),John Smith,1/7/24,Custom solution,Qualified,2,,,13457,20,6/25/24,,,
Twitterlist,Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Jessica Martinez,5/21/24,SAAS,Sales Accepted,4,,,388,20,4/17/25,,,
Rhynyx,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Laura Thompson,3/12/24,SAAS,Sales Accepted,4,,,826,50,9/12/24,,,
Gevee,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),Michael Brown,5/15/24,SAAS,Sales Accepted,4,,,465,100,11/7/24,,,
Jaxbean,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),David Wilson,2/19/24,SAAS,Sales Accepted,4,,,1869,30,11/21/24,,,
Fanoodle,Austria,48.210033,16.363449,Agriculture & Mining,Small (11-200),Laura Thompson,1/8/24,Services,Sales Accepted,4,,,1673,40,6/20/24,,,
Browseblab,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Michael Brown,1/30/24,Services,Sales Accepted,4,,,1064,90,2/20/24,,,
Browsedrive,Switzerland,46.204391,6.143158,Energy & Utilities,Small (11-200),Laura Thompson,5/2/24,SAAS,Sales Accepted,4,,,697,30,10/15/24,,,
Shufflester,Spain,40.416775,-3.703790,Banking and Finance,Small (11-200),Jessica Martinez,1/9/24,SAAS,Sales Accepted,4,,,1099,50,1/30/24,,,
Katz,Switzerland,46.204391,6.143158,Telecommunications,Small (11-200),David Wilson,2/12/24,Custom solution,Sales Accepted,4,,,1422,30,1/16/25,,,
Flipstorm,Spain,40.416775,-3.703790,Education & Science,Small (11-200),John Smith,5/9/24,Custom solution,Sales Accepted,4,,,840,50,8/16/24,,,
Zoonoodle,Italy,41.902782,12.496366,Education & Science,Small (11-200),Laura Thompson,3/21/24,Services,Sales Accepted,4,,,1058,40,6/27/24,,,
JumpXS,Belgium,51.260197,4.402771,Agriculture & Mining,Small (11-200),Kevin Anderson,1/6/24,Services,Sales Accepted,4,,,1598,30,3/17/24,,,
Edgeify,Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Jessica Martinez,2/16/24,SAAS,Sales Accepted,4,,,669,20,7/18/24,,,
Kwimbee,Germany,52.520008,13.404954,Entertainment & Media & Hospitality,Small (11-200),Kevin Anderson,2/15/24,Services,Sales Accepted,4,,,1790,20,3/21/24,,,
Rhyzio,Portugal,38.736946,-9.142685,Construction & Engineering,Small (11-200),Michael Brown,2/22/24,SAAS,Sales Accepted,4,,,1472,30,10/20/24,,,
Wordtune,Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),Jessica Martinez,1/12/24,SAAS,Sales Accepted,4,,,931,50,8/10/24,,,
Skyble,Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),Jessica Martinez,4/19/24,Services,Sales Accepted,4,,,1715,80,5/28/24,,,
Oba,Austria,48.210033,16.363449,Professional Services  & Consulting,Small (11-200),Michael Brown,4/12/24,Custom solution,Sales Accepted,4,,,593,40,6/19/24,,,
Devbug,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Jessica Martinez,1/23/24,Services,Sales Accepted,4,,,1956,40,12/22/24,,,
McCullough-Hammes,Italy,41.902782,12.496366,Recreation & Sports,Small (11-200),Laura Thompson,5/26/24,Custom solution,Sales Accepted,4,,,896,100,3/15/25,,,
Botsford LLC,France,48.864716,2.349014,IT & IT Services,Small (11-200),Emily Johnson,3/22/24,Custom solution,Sales Accepted,4,,,1108,20,1/8/25,,,
Bauch-Schmitt,Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Laura Thompson,4/11/24,SAAS,Sales Accepted,4,,,304,30,6/2/24,,,
Koepp-Hand,Switzerland,46.204391,6.143158,Education & Science,Small (11-200),John Smith,4/17/24,Custom solution,Sales Accepted,4,,,971,40,11/29/24,,,
"Konopelski, Feest and Fisher",Portugal,38.736946,-9.142685,Retail & Distribution,Small (11-200),Laura Thompson,1/24/24,SAAS,Sales Accepted,4,,,1554,40,3/20/24,,,
Goyette-Green,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),David Wilson,1/18/24,Services,Sales Accepted,4,,,1938,30,3/25/24,,,
McCullough Inc,France,48.864716,2.349014,Construction & Engineering,Small (11-200),Emily Johnson,1/23/24,Services,Sales Accepted,4,,,1746,40,9/24/24,,,
Botsford Group,Belgium,51.260197,4.402771,Education & Science,Small (11-200),Sarah Davis,4/22/24,Services,Sales Accepted,4,,,1417,60,11/20/24,,,
Hand-Fisher,Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Michael Brown,1/19/24,SAAS,Sales Accepted,4,,,869,70,9/2/24,,,
"Bins, Dooley and Kirlin",Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Sarah Davis,3/5/24,SAAS,Sales Accepted,4,,,1077,40,6/8/24,,,
Yost Group,Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Sarah Davis,2/13/24,SAAS,Sales Accepted,4,,,1382,100,4/24/24,,,
"MacGyver, Kautzer and Stamm",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),David Wilson,5/14/24,Services,Sales Accepted,4,,,356,10,9/28/24,,,
"Mills, Heller and Herzog",Spain,40.416775,-3.703790,Government Administration Healthcare,Small (11-200),Jessica Martinez,5/31/24,Services,Sales Accepted,4,,,1933,20,9/25/24,,,
"Kuhlman, Friesen and Emmerich",Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Jessica Martinez,2/15/24,Services,Sales Accepted,4,,,551,20,4/16/24,,,
Fritsch-Kertzmann,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Jessica Martinez,1/3/24,SAAS,Sales Accepted,4,,,1998,70,5/31/24,,,
Padberg LLC,Netherlands,52.370216,4.895168,Retail & Distribution,Small (11-200),Laura Thompson,3/21/24,Services,Sales Accepted,4,,,1250,10,8/21/24,,,
"Rath, Hand and Ryan",Spain,40.416775,-3.703790,Banking and Finance,Small (11-200),Laura Thompson,5/16/24,Custom solution,Sales Accepted,4,,,1722,90,10/15/24,,,
Weber LLC,Germany,52.520008,13.404954,Telecommunications,Small (11-200),Sarah Davis,3/29/24,Services,Sales Accepted,4,,,1479,50,9/4/24,,,
Weissnat-Mitchell,Netherlands,52.370216,4.895168,Transportation & Logistics,Small (11-200),Jessica Martinez,5/7/24,Services,Sales Accepted,4,,,1335,30,8/10/24,,,
Ruecker Group,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Michael Brown,5/30/24,Services,Sales Accepted,4,,,943,40,4/16/25,,,
Kessler and Sons,Portugal,38.736946,-9.142685,Recreation & Sports,Small (11-200),Laura Thompson,4/11/24,Services,Sales Accepted,4,,,1243,60,9/15/24,,,
Gutkowski and Sons,Belgium,51.260197,4.402771,Government Administration Healthcare,Small (11-200),Michael Brown,3/12/24,Services,Sales Accepted,4,,,862,30,5/26/24,,,
Fritsch-Bradtke,Austria,48.210033,16.363449,Energy & Utilities,Small (11-200),Kevin Anderson,2/15/24,SAAS,Sales Accepted,4,,,730,40,8/10/24,,,
Leannon-Ledner,Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Laura Thompson,3/5/24,Services,Sales Accepted,4,,,757,60,10/26/24,,,
"Rogahn, O'Reilly and McDermott",Switzerland,46.204391,6.143158,Energy & Utilities,Small (11-200),Laura Thompson,5/7/24,SAAS,Sales Accepted,4,,,1295,30,8/3/24,,,
"Swift, Franecki and Orn",Italy,41.902782,12.496366,Banking and Finance,Small (11-200),David Wilson,3/3/24,Custom solution,Sales Accepted,4,,,619,20,12/23/24,,,
"Sipes, Schimmel and Torp",Switzerland,46.204391,6.143158,Telecommunications,Small (11-200),Laura Thompson,4/17/24,Custom solution,Sales Accepted,4,,,544,60,3/25/25,,,
Torphy-Medhurst,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),John Smith,4/10/24,SAAS,Sales Accepted,4,,,1978,10,10/29/24,,,
Muller-Muller,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Jessica Martinez,5/9/24,Services,Sales Accepted,4,,,260,30,8/27/24,,,
Hegmann-Daniel,Portugal,38.736946,-9.142685,Professional Services  & Consulting,Small (11-200),Jessica Martinez,4/24/24,Services,Sales Accepted,4,,,1236,60,8/10/24,,,
Gusikowski LLC,Spain,40.416775,-3.703790,Agriculture & Mining,Small (11-200),David Wilson,5/11/24,Services,Sales Accepted,4,,,586,10,3/5/25,,,
"Konopelski, Littel and Romaguera",Italy,41.902782,12.496366,Recreation & Sports,Small (11-200),Sarah Davis,2/2/24,SAAS,Sales Accepted,4,,,1023,30,10/4/24,,,
Dibbert LLC,Italy,41.902782,12.496366,Telecommunications,Small (11-200),Jessica Martinez,1/12/24,SAAS,Sales Accepted,4,,,684,30,10/8/24,,,
"Wuckert, Kiehn and Weissnat",Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Michael Brown,3/16/24,Custom solution,Sales Accepted,4,,,848,40,1/28/25,,,
"Nikolaus, Veum and Beahan",Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Jessica Martinez,5/12/24,SAAS,Sales Accepted,4,,,330,10,3/29/25,,,
Bergstrom-Barrows,Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),Laura Thompson,2/15/24,SAAS,Sales Accepted,4,,,922,50,4/20/24,,,
Spinka-White,Spain,40.416775,-3.703790,Education & Science,Small (11-200),Sarah Davis,4/16/24,Services,Sales Accepted,4,,,359,100,12/20/24,,,
Wintheiser Group,Austria,48.210033,16.363449,Professional Services  & Consulting,Small (11-200),Jessica Martinez,1/16/24,SAAS,Sales Accepted,4,,,1991,30,12/19/24,,,
"Hauck, Wiza and Mitchell",Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Jessica Martinez,3/24/24,Services,Sales Accepted,4,,,1851,20,7/17/24,,,
"Nolan, Abernathy and Fay",Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Emily Johnson,5/7/24,SAAS,Sales Accepted,4,,,1313,10,10/20/24,,,
"Brekke, Jacobi and Crist",Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Kevin Anderson,3/20/24,Services,Sales Accepted,4,,,1229,20,8/30/24,,,
"Steuber, Schuster and Rutherford",Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Jessica Martinez,5/7/24,SAAS,Sales Accepted,4,,,204,20,3/3/25,,,
Luettgen Inc,Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Emily Johnson,4/26/24,SAAS,Sales Accepted,4,,,871,50,4/12/25,,,
Donnelly and Sons,France,48.864716,2.349014,Manufacturing & Production,Small (11-200),Emily Johnson,4/20/24,Services,Sales Accepted,4,,,664,30,9/26/24,,,
Kshlerin-Jones,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Laura Thompson,3/6/24,SAAS,Sales Accepted,4,,,1416,60,4/29/24,,,
"Howell, Hickle and Jacobs",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Laura Thompson,3/29/24,SAAS,Sales Accepted,4,,,1478,50,6/1/24,,,
Auer-Corwin,Italy,41.902782,12.496366,Agriculture & Mining,Small (11-200),David Wilson,5/18/24,Services,Sales Accepted,4,,,1099,50,7/18/24,,,
"Johnson, Wehner and Boyle",France,48.864716,2.349014,Construction & Engineering,Small (11-200),Emily Johnson,2/28/24,SAAS,Sales Accepted,4,,,633,30,2/19/25,,,
Lebsack-Schmidt,Switzerland,46.204391,6.143158,Retail & Distribution,Small (11-200),Laura Thompson,3/12/24,Custom solution,Sales Accepted,4,,,502,30,12/2/24,,,
Hudson LLC,Portugal,38.736946,-9.142685,Retail & Distribution,Small (11-200),Laura Thompson,3/31/24,Services,Sales Accepted,4,,,759,100,12/14/24,,,
"Corkery, Wiegand and Ullrich",Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Laura Thompson,3/26/24,SAAS,Sales Accepted,4,,,1430,20,12/9/24,,,
Langworth and Sons,Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),John Smith,5/16/24,Services,Sales Accepted,4,,,607,30,4/13/25,,,
Wilderman and Sons,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Kevin Anderson,4/11/24,SAAS,Sales Accepted,4,,,271,40,9/22/24,,,
Muller-Kohler,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),John Smith,2/18/24,Services,Sales Accepted,4,,,935,30,2/5/25,,,
Leuschke-Zboncak,Switzerland,46.204391,6.143158,Education & Science,Small (11-200),David Wilson,5/30/24,Services,Sales Accepted,4,,,1979,70,11/14/24,,,
Walter and Sons,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,2/15/24,SAAS,Sales Accepted,4,,,1235,30,3/13/24,,,
Terry and Sons,France,48.864716,2.349014,Entertainment & Media & Hospitality,Small (11-200),Emily Johnson,4/11/24,SAAS,Sales Accepted,4,,,563,30,2/10/25,,,
Monahan Inc,Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Kevin Anderson,4/7/24,SAAS,Sales Accepted,4,,,1178,30,8/6/24,,,
Mayer Inc,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Laura Thompson,1/27/24,SAAS,Sales Accepted,4,,,1462,20,11/18/24,,,
Hirthe LLC,Portugal,38.736946,-9.142685,Entertainment & Media & Hospitality,Small (11-200),Sarah Davis,4/27/24,SAAS,Sales Accepted,4,,,210,40,6/21/24,,,
